id,contact_country,sub_category,sub_category_title,acronym,name,main_category,cost_min,cost_max,cost_absolute,fte,acc_count,code,status,country,accredited
2df53c96adc9469f9ddb8aa55ad42c7a,DE,25,Trade and business organisations,BdZ,Bundesverband der Zigarrenindustrie,2,,9999,,0.25,1,55551597307-48,active,82,
3c1e8be1d81147ea8d4239b1a2cd7bf3,BE,13,Self-employed consultants,,Anja Siegemund,1,10000,24999,,1,1,75476386637-51,active,21,
51e8e35f412c403e842c947a55353671,DE,41,Think tanks and research institutions,IfK,Institut für Kammerrecht e.V.,4,,9999,,0.5,0,29503216636-92,active,82,
051ddba522504956967184dcac9103c3,GB,42,Academic institutions,UBAH,University of Bath,4,,9999,,17.5,0,826475510596-39,active,233,
942c701365bf472fa08a390514c6d895,US,25,Trade and business organisations,AFGI,Association of Financial Guaranty Insurers,2,,9999,,0.25,0,26383628836-60,active,234,
f1b28383d2b842d494268e676395dff1,CH,31,"Non-governmental organisations, platforms and networks and similar",,Stiftung Globility Circle,3,25000,49999,,3.75,0,676398310641-67,active,215,
9e6d85377a9f42f489eec91538db4815,BE,51,Organisations representing churches and religious communities,,Chapel for Europe,5,,9999,,0.75,1,684096310631-20,active,21,
0a92333c7f804ebe909e1dd258e13ddf,ES,25,Trade and business organisations,ANDEMA,Asociación para la Defensa de la Marca,2,,,10000,3,0,615373310628-08,active,209,
2293ccf03018468ebaac63c854cffbfe,FR,12,Law firms,FVF AVOCATS,FAU Bernard,1,100000,199999,,5,0,759842510633-18,active,75,
708ab64ce33f4e1eb569eed132847424,BE,31,"Non-governmental organisations, platforms and networks and similar",,PROMETHEE,3,,9999,,1,0,399228010615-62,active,21,
627f01573a684deeb35f205b71a6e4ff,IT,11,Professional consultancies,erp,europroject,1,,9999,,1,0,146944810634-43,active,108,
be602fab190440259f2af64ccf0ed3cd,FI,25,Trade and business organisations,RTT,Finnish Association of Construction Product Industries,2,,9999,,0.5,0,869453610711-72,active,74,
29436b4c45d5415f8e14c3bff7a9e56d,GB,25,Trade and business organisations,CPI,Confederation of Paper Industries,2,,9999,,0.5,0,453515910702-95,active,233,
b4231308c4344fba8763f38b2ab1c807,BE,25,Trade and business organisations,IBMA,International Biocontrol Manufacturers' Association,2,,,120000,1.5,5,06818218065-85,active,21,
a923fafb1b2f45efafd3f426df69cf8d,FR,63,Regional structures,AVEVY,Association Vigilance Environnement de la Vallée de l'Yerres,6,25000,49999,,0.25,0,071056710698-89,active,75,
222a744ca5ea4de2acd9a6665753f75f,FR,26,Trade unions and professional associations,SNEP,Syndicat National de l'Edition Phonographique,2,,9999,,0.25,2,966957310666-94,active,75,
e63cd60a261c4e4db4ab139ad69fb31c,IT,25,Trade and business organisations,ASSOVETRO,ASSOCIAZIONE NAZIONALE DEGLI INDUSTRIALI DEL VETRO,2,,9999,,4.5,0,841386910709-86,active,108,
256d9030d2114d8b8a1065f46a85c87d,FI,31,"Non-governmental organisations, platforms and networks and similar",,Veikkauksen edunvälittäjät ja SOSTE - The Beneficiaries of Finnish Lottery and SOSTE Finnish Federation for Social Affairs and Health,3,200000,299999,,1,0,469251810695-64,active,74,
d81f12d0267540b3bd7f2994209c8c90,DE,21,Companies & groups,HC,HeidelbergCement,2,100000,199999,,1.5,6,81970148701-15,active,82,
a3f49a21ff204670aeefc9b465eec10c,DE,25,Trade and business organisations,DKG,Deutsche Krankenhausgesellschaft e.V.,2,,,50000,2,1,80248698067-50,active,82,
51798cb77c774500ac436e855e3c0c7d,BE,25,Trade and business organisations,FIGIEFA,"FIGIEFA - Fédération Internationale des Grossistes, Importateurs & Exportateurs en Fournitures Automobiles / International Federation of Automotive Distributors",2,900000,999999,,5.75,3,69678928900-56,active,21,
5c90294fc6074676b7bd4121e4f60a4f,GB,25,Trade and business organisations,SMMT,The Society of Motor Manufacturers and Traders Ltd.,2,100000,199999,,2.75,0,92040678068-73,active,233,
5d76945024a74979adce79a856280fa5,IT,25,Trade and business organisations,FEDERACCIAI,Federazione Imprese Siderurgiche Italiane,2,100000,199999,,1,2,83425058760-88,active,108,
df69d98cbf994b4ca225a741d7d45e68,LU,64,Other sub-national public authorities,ALUSEAU,Association Luxembourgeoise des Services d'Eaux ASBL,6,,9999,,0.25,0,60434518932-07,active,127,
4bee35f80a9d434b9cfe16eee6ea34db,GB,11,Professional consultancies,K&A,Knowledge & Analysis LLP,1,,9999,,0.5,0,78520158931-49,active,233,
c1fdb771742840b4af6818fabc07e70c,GB,25,Trade and business organisations,CML,Council of Mortgage Lenders,2,,9999,,0.75,0,68210568927-81,active,233,
9db1fe96229b447bb71c01ff06c425b0,BE,25,Trade and business organisations,EPEE,European Partnership for Energy and the Environment,2,200000,299999,,3,1,22276738915-67,active,21,
c9f9805835d64b53afb13377a79cace2,BE,25,Trade and business organisations,EVIA,European Ventilation Industry Association,2,100000,199999,,1,0,05513338917-92,active,21,
8fa91751e919478390469bae42f8f5f1,GB,25,Trade and business organisations,,British Marine Federation,2,,9999,,0.5,0,488324411347-10,active,233,
fccaaa4e138f457fa8ba430455ebfb7b,AT,41,Think tanks and research institutions,alchemia-nova,alchemia-nova GmbH,4,,9999,,1,0,174549611338-89,active,14,
b400c5a7db614cc9af5d57a276524cfc,FR,13,Self-employed consultants,BJD Re Consulting,"BJD Reinsurance Consulting, SARL",1,,9999,,0.25,0,389871011246-51,active,75,
cddde7b10e6b437c94d3f447e29b4128,IT,25,Trade and business organisations,AIC,Associazione Italiana Chiropratici,2,10000,24999,,0.25,0,523038911260-79,active,108,
f6eb569a76174ec086c18ea8868a5c45,PT,25,Trade and business organisations,APFIPP,"Associação Portuguesa de Fundos de Investimento, Pensões e Patrimónios",2,100000,199999,,1.5,0,775564511279-06,active,177,
35a2f54559db482aaf7d7eee04a9caa8,BE,41,Think tanks and research institutions,,"Gorshenin Institute EU, AISBL",4,,9999,,1,3,741933611361-66,active,21,
ee1b4f9b8f6241309b27e010a111c779,BE,31,"Non-governmental organisations, platforms and networks and similar",EUFORES,European Forum for Renewable Energy Sources,3,25000,49999,,3,3,96507906043-80,active,21,
4df8f5b3042445b4ba85d28572eb6399,ES,41,Think tanks and research institutions,FIC,Fundación Impuestos y Competitividad,4,,9999,,0.25,0,630437211398-52,active,209,
242f98b769f941179e7e5419bf5d89c6,FR,25,Trade and business organisations,IPEDA,Independent Pan-European Digital Association,2,100000,199999,,1,0,192164311383-44,active,75,
f7aa5e0d341049ffbcf6ae2770a10cb7,DE,27,Other in house lobbyists,,Landestourismusverband Sachsen e.V./ Tourism Association of Saxony e. V.,2,,,350,0.25,0,00513919103-44,active,82,
829a0ce14db14ee49cb9434da877060d,GB,26,Trade unions and professional associations,CIEH,The Chartered Institute of Environmental Health,2,,9999,,0.25,0,23185248877-14,active,233,
1647127aa55d4dfeb3ebe2d948e4fcb1,NO,25,Trade and business organisations,NSA,The Norwegian Shipowners' Association,2,100000,199999,,2.5,0,81175628740-75,active,165,
00b78e5bd16742588c84ec691fa08938,BE,41,Think tanks and research institutions,SE,Science Europe,4,800000,899999,,9,4,73131808686-11,active,21,
945f87d465914699a199a786828c14d9,FR,21,Companies & groups,CB,Groupement des Cartes Bancaires "CB",2,10000,24999,,0.75,1,85235158413-79,active,75,
005edd34667b404ebc1ad208bd9373aa,IT,31,"Non-governmental organisations, platforms and networks and similar",SBB,Südtiroler Bauernbund,3,,9999,,0.25,0,130859410757-03,active,108,
c8b249c0b21843a080e09d93ad89b750,DE,51,Organisations representing churches and religious communities,,Kommissariat der deutschen Bischöfe - Katholisches Büro in Berlin -,5,,9999,,0.75,1,524375510752-92,active,82,
ad7fa40af04a42bd890547cd3abebc53,DE,26,Trade unions and professional associations,VC,Vereinigung Cockpit e.V.,2,,,10000,0.25,2,181153610716-87,active,82,
1dbc8dcfe5c64aff9cdccffb17d80ae0,GB,31,"Non-governmental organisations, platforms and networks and similar",EBCU,European Beer Consumers Union,3,,9999,,0.25,0,570846710712-13,active,233,
5e0236613e454349b98a6363341df96a,DE,11,Professional consultancies,PLANET,PLANET Planungsgruppe Energie und Technik GbR,1,,,75000,0.25,0,69065579220-39,active,82,
73a06f06d02a4931a7bc84dee5cc74cc,BE,25,Trade and business organisations,EUROSIL,European Association of Industrial Silica Producers,2,25000,49999,,1,0,312840210910-27,active,21,
3271980aeb7a4fef8c1f9ad4c4edd7be,ES,31,"Non-governmental organisations, platforms and networks and similar",AIL,Asociación Ibérica de Limnología,3,,9999,,0.25,0,083873210873-22,active,209,
f3bbc6de591247eca6ca356f01f2b1d9,BE,25,Trade and business organisations,ENSA,European Natural Soy and Plant-based Foods Manufacturers Association,2,25000,49999,,0.75,0,689045810852-79,active,21,
14d665f3635e47c2a144da59c2e195c8,PL,13,Self-employed consultants,PROMESA,Krzysztof Wiesław Żukowski,1,,,,1,0,436832410874-24,active,176,
1fcf9c52f0644453b120f6d618b2c9d8,DE,31,"Non-governmental organisations, platforms and networks and similar",MEER,M.E.E.R. e.V.,3,,9999,,0.5,0,68508086075-82,active,82,
0826a79e60454198ae1f9d32046a9c44,DE,27,Other in house lobbyists,,EURAMET e.V.,2,,9999,,0.25,2,83842168796-93,active,82,
30ba19f8dc1545ccb51daaa36b1c4db0,BE,25,Trade and business organisations,EuropeanIssuers,EuropeanIssuers,2,300000,399999,,2.75,3,20935778703-23,active,21,
beecc97e0ea54b8c904c8a94bec02840,GB,25,Trade and business organisations,AIC,The Association of Investment Companies,2,300000,399999,,2,0,83957346078-57,active,233,
a91d5c30b9504a27b86a773b233b5c17,BE,25,Trade and business organisations,CEMBUREAU,CEMBUREAU - The European Cement Association,2,400000,499999,,4,6,93987316076-63,active,21,
0f1bda750c1c4e8fabe6425b3290dd4b,BE,25,Trade and business organisations,NATRUE,The International Natural and Organic Cosmetic Association,2,,9999,,1.75,0,75060586073-86,active,21,
5f79adf3a7a3426e8dfc502db9b24f4a,AT,21,Companies & groups,TAG,Telekom Austria Group,2,200000,299999,,2,0,99255639490-47,active,14,
19bc95a248864701818714d1eca4d288,DE,31,"Non-governmental organisations, platforms and networks and similar",GenderCC,GenderCC-Women for Climate Justice e.V.,3,,,70000,2.5,0,92300299597-58,active,82,
c0d795f5679d434b8aa3b3938492414e,RS,11,Professional consultancies,TARAIC,TARA International Consulting,1,50000,99999,,2.5,0,69302899534-84,active,196,
dcd4ec855b9643e3a5c2946e47bd9aa4,BE,25,Trade and business organisations,CCBI,Belgian-Italian Chamber of Commerce,2,100000,199999,,4.75,6,18379149519-78,active,21,
0a4c4dc739e44603956d79763cb546a3,FR,31,"Non-governmental organisations, platforms and networks and similar",FEBA,Fédération Européenne des Banques Alimentaires,3,10000,24999,,3.75,0,79355099508-47,active,75,
75d4ba6d29aa44ec8ab86d6b06c7653d,ES,25,Trade and business organisations,FEPEX,"FEDERACIÓN ESPAÑOLA DE ASOCIACIONES DE PRODUCTORES EXPORTADORES DE FRUTAS, HORTALIZAS, FLORES Y PLANTAS VIVAS",2,,,200000,2.5,1,47690759500-37,active,209,
e6f9fcdb37fa492cafa716bbeab3f795,DE,11,Professional consultancies,BC,Berbalk Communications,1,100000,199999,,2.25,3,309943411467-94,active,82,
777b582e2cb84fabb2c5992f231bfb05,DE,31,"Non-governmental organisations, platforms and networks and similar",,Klima-Allianz Deutschland,3,,9999,,0.25,0,608906411460-34,active,82,
32fadad673414bb79dcfe1b3b12cfaac,ES,21,Companies & groups,FERTIBERIA,Fertiberia S.A.,2,100000,199999,,0.5,0,980975011427-83,active,209,
043f5d5d89e241b983adc6afd0e6ba0a,IT,42,Academic institutions,Polo JM Pavia,Polo Interregionale Jean Monnet - Pavia,4,,9999,,0.5,0,744271411426-94,active,108,
a0cabeb0f4574f489357ae1b61b05b41,NL,25,Trade and business organisations,NVC,NVC Netherlands Packaging Centre,2,,9999,,0.25,0,42440258570-74,active,155,
88377d3dff1f4e42a61e2a4805227f66,BE,11,Professional consultancies,,Edelman Public Relations Worldwide,1,1750000,1999999,,11.75,12,68037017809-51,active,21,
99885e7949ee4b31802ba5a7479f347a,BE,31,"Non-governmental organisations, platforms and networks and similar",Forum Nord Sud,Forum pour un Contrat de Génération Nord-Sud,3,,9999,,2.75,1,713210510926-07,active,21,
d47aa06e51a3483cafabc763d50adc90,GB,11,Professional consultancies,Sparta,Sparta Technologies Ltd,1,,9999,,9,0,227420211515-22,active,233,
1a6e3ef5b06c4744aea0b9c0b703045f,BE,25,Trade and business organisations,EPIF,European Payment Institutions Federation,2,25000,49999,,1,0,461826311486-83,active,21,
363dfca4abc140df9119e5e61b890577,BE,25,Trade and business organisations,,Cable Europe,2,700000,799999,,2.75,4,42178977290-80,active,21,
34273b674c214178985f4855c00b3f0f,BE,41,Think tanks and research institutions,SADF,South Asia Democratic Forum,4,100000,199999,,6.5,5,92070807286-46,active,21,
648a500e5cb04fb48bf1677a59ba8257,BE,31,"Non-governmental organisations, platforms and networks and similar",,COBATY International,3,100000,199999,,3,1,83141557347-02,active,21,
1336d7e22565417ba23c99d6c1dbfc36,CH,41,Think tanks and research institutions,SwissCore,"SwissCore, Contact Office for European Research, Innovation and Education",4,200000,299999,,6,6,94320538514-40,active,215,
88e14007e47c4797b5d7da33c9df8a84,LV,31,"Non-governmental organisations, platforms and networks and similar",BEF-Latvia,Baltic Environmental Forum-Latvia,3,,9999,,0.5,0,89395477388-18,active,120,
94f585b3f83d41fd8a4dfca46ee2a269,GB,21,Companies & groups,CMI,Cummins Ltd.,2,,9999,,1,0,05098847384-21,active,233,
a39448be589f4b86bf69ee23d6823f4e,BE,31,"Non-governmental organisations, platforms and networks and similar",K4I,Knowledge4Innovation,3,50000,99999,,2,4,12980957381-42,active,21,
ec566581bfe84223a245debd59ddac5a,BE,41,Think tanks and research institutions,IEB-EIB,Institut Européen de Bioéthique-European Institute of Bioethics,4,,9999,,5.5,4,93555467379-80,active,21,
82ea780593f84b44ac58dd01821a595e,RO,31,"Non-governmental organisations, platforms and networks and similar",APPA,Association for Insurance Promotion,3,,9999,,2,0,260823911038-47,active,180,
914082d36c1f42c4baf3e0e36c517199,BE,31,"Non-governmental organisations, platforms and networks and similar",EBS,European Business Summit Network,3,,9999,,1,7,268958411031-65,active,21,
f507449bcb6640c09498b2fd349c784a,GB,21,Companies & groups,MEU-BRO,Mitsubishi Electric Europe B.V. Brussels Representative Office,2,100000,199999,,2,0,543287511009-90,active,233,
0c5a0ea701cb4da695eb9ef240e1334a,NL,31,"Non-governmental organisations, platforms and networks and similar",EMH,European Maritime Heritage,3,,9999,,0.25,0,172022811006-14,active,155,
9fac6e11ccd04088bd11d7abb9fe4a3a,BE,25,Trade and business organisations,,Eurometaux,2,1250000,1499999,,11.5,7,61650796093-48,active,21,
4bb022bbb69e4d22a509f66c120b601f,BE,21,Companies & groups,U.N.M.S.,Union Nationale des Mutualités Socialistes - National Federation of Socialist Mutual Health Funds,2,50000,99999,,3,0,581965511004-36,active,21,
c3feaf59c6ec459aa48050926424f5f2,BE,31,"Non-governmental organisations, platforms and networks and similar",GLB,Grande Loge de Belgique,3,,9999,,1,0,129312311002-46,active,21,
3d325d77c5214d22978f651027347f73,NL,42,Academic institutions,UNESCO-IHE,Stichting IHE Delft,4,,9999,,4.75,0,77460579636-61,active,155,
b4971f7facd146cfa728249157c5d5bf,GB,21,Companies & groups,,Channel 4,2,10000,24999,,1,1,98661678209-02,active,233,
b462934565454d89a2a5b111daccdc38,BE,25,Trade and business organisations,APEAL,The Association of European Producers of Steel for Packaging,2,50000,99999,,0.25,1,70036906501-10,active,21,
0853aef09d1d4c08ab6359a24b4cc7a9,IT,25,Trade and business organisations,ANCE,Associazione Nazionale Costruttori Edili,2,50000,99999,,1,1,56464646505-30,active,108,
e705bb2e63734d6ebf2f79ca60ba3a8e,DE,31,"Non-governmental organisations, platforms and networks and similar",agw NRW e.V.,Arbeitsgemeinschaft der Wasserwirtschaftsverbände NRW,3,,9999,,1.5,0,286777811592-48,active,82,
1d45fb4329164e10a969c9d85941fe86,DE,25,Trade and business organisations,IK,IK Industrievereinigung Kunststoffverpackungen e.V.,2,,9999,,0.5,0,630544211586-49,active,82,
a2ad2a9541ee44fdbeb7631ecdda7c5b,BE,31,"Non-governmental organisations, platforms and networks and similar",ESU,European Students' Union,3,200000,299999,,10.5,0,947001511571-77,active,21,
9b2f9395415d4f15a9df65e487ca07a5,DE,21,Companies & groups,,Knauf Insulation,2,500000,599999,,3.5,5,971446611568-25,active,82,
7f9170b5efaa46639074e7a49f4a6d92,IT,25,Trade and business organisations,ABI,Associazione Bancaria Italiana,2,1500000,1749000,,6.75,6,915519211566-03,active,108,
a4dc4d0d03d84ad992ee41cc64fa03a5,BE,26,Trade unions and professional associations,FSE,Food Supplements Europe,2,300000,399999,,1.5,0,638153011554-79,active,21,
df94c962c18d4a17a833a60e8873f242,IT,25,Trade and business organisations,,Associazione Intermediari Mercati Finanziari - ASSOSIM,2,,9999,,4.5,0,613060211547-05,active,108,
9380c06b581848389eab45e977694905,AT,21,Companies & groups,,Wien Energie GmbH,2,50000,99999,,1,0,541969311624-32,active,14,
6a49f70ba5d44eab81f4dc0db4aea328,CH,21,Companies & groups,,CONCEPTIVITY,2,,9999,,0.25,0,639217811679-13,active,215,
04ffc989147646b28c1371c46b92cd18,JP,21,Companies & groups,JR East,East Japan Railway Company,2,100000,199999,,2,2,283832411653-93,active,111,
31214574ff6846c99518c36924da5981,US,21,Companies & groups,21CF,21st Century Fox,2,200000,299999,,1.5,2,923493211619-15,active,234,
9b2fd577b9174804a2edca26ffc337d3,FI,64,Other sub-national public authorities,Helsinki EU Office,Helsinki EU Office (vastuutaho Uudenmaan liitto),6,300000,399999,,5,0,796380111637-72,active,74,
c3b3d0740c1042b4aaf7bf4e4c27a212,DE,25,Trade and business organisations,VdF,Verband der Filmverleiher e.V.,2,,,5000,0.25,0,00121328971-23,active,82,
da38ef8bf3f6469f900f91d3703ef489,DE,42,Academic institutions,GUF,Johann Wolfgang Goethe-Universität Frankfurt am Main,4,,9999,,0.25,0,10709328948-87,active,82,
8582dbf04d9e44a7b6cd63dbee0d0d4c,DE,21,Companies & groups,IS,Ideal Standard,2,,9999,,2.5,0,07541266101-90,active,82,
68bde913153d4998b3a379cdeb815c33,FR,11,Professional consultancies,,Havas Paris,1,,,0,0.25,0,85738828935-64,active,75,
230d7ebb9d394e0f9d23ab199c8c9f4f,CH,25,Trade and business organisations,IFRA,International Fragrance Association,2,300000,399999,,5,0,14130436110-87,active,215,
ec4cbbc6649f4010ae87cacf835ffa1b,IT,25,Trade and business organisations,Asstel,Assotelecomunicazioni,2,,9999,,0.5,0,143477711695-75,active,108,
911ff81f5f8f4d4a988369f6633b8576,DE,25,Trade and business organisations,VIK,Verband der Industriellen Energie- und Kraftwirtschaft,2,200000,299999,,1.75,0,34954249295-81,active,82,
ca421adc55e74c12b7bdf754054543f5,BE,11,Professional consultancies,EVA GEIE,European Visual Artists,1,,9999,,1.5,3,121604011075-40,active,21,
11508dec7d4343e185038ce4858f8958,GB,31,"Non-governmental organisations, platforms and networks and similar",TJN,Tax Justice Network Ltd,3,400000,499999,,3.25,0,699806711070-86,active,233,
e2d7ad4bd6af450eacd582df074f2b87,BE,31,"Non-governmental organisations, platforms and networks and similar",ENBF,European Noise Barrier Federation,3,,9999,,0.25,0,273528411049-03,active,21,
6dd70409f3bc49d39cd2149523df4bb1,CH,21,Companies & groups,Technocorp,Technocorp Holding S.A,2,500000,599999,,2.5,0,46746029335-56,active,215,
7351da374d1e450b89ebabd251fd9c90,SY,31,"Non-governmental organisations, platforms and networks and similar",(SHRC),Syrian Human Rights Council(,3,,9999,,6.25,0,50469709236-30,active,216,
22e76f78da7940ed82a226f8fa591fe5,IT,26,Trade unions and professional associations,Coldiretti,Confederazione Nazionale Coldiretti,2,,9999,,5.5,5,55507619225-88,active,108,
8e0179ad68134729b1768d11269af6e3,PT,26,Trade unions and professional associations,OE,Ordem dos Enfermeiros,2,,9999,,0.75,0,16882829269-03,active,177,
08156c4694eb4abfaded7210e719be1c,DE,25,Trade and business organisations,BDIH,"Bundesverband Der Industrie- und Handelsunternehmen für Arzneimittel, Reformwaren, Nahrungsergänzungsmittel und kosmetische Mittel e.V.",2,10000,24999,,1.5,0,514440711227-31,active,82,
41ff3123885d40f3802137bed70b4a7e,BE,25,Trade and business organisations,ESTELA,European Solar Thermal Electricity Association,2,300000,399999,,3,1,347776811076-78,active,21,
dfd463c8a9724ce6914c7627751d2658,PL,25,Trade and business organisations,FBZPR,Federacja Branżowych Związków Producentów Rolnych,2,,,150000,1.5,0,837365811142-46,active,176,
47a55d1d4ad947a6836350892e429d14,US,21,Companies & groups,3M,3M,2,500000,599999,,2.25,3,91425447458-88,active,234,
bced4be2661b405e9b57d8aa7f8da4e1,AT,66,"Other public or mixed entities, created by law whose purpose is to act in the public interest",Interreg CE,Interreg CENTRAL EUROPE,6,,9999,,1,0,48952257453-32,active,14,
711c98bda86a4cc6afdf1a133b888872,BE,25,Trade and business organisations,EHP,Euroheat & Power,2,100000,199999,,4,1,88457577025-19,active,21,
7b1fb78fbd1e4c29a76bade338c962e3,BE,13,Self-employed consultants,AKDI,ANTON KERN D.I.,1,,9999,,0.25,0,79610548238-80,active,21,
2f9f32e9f1c8420aa38ed2138469a453,FR,64,Other sub-national public authorities,,Villes de France,6,50000,99999,,3.25,0,53195457006-89,active,75,
e69ac4d5cb84401e8dce5825298d94ff,IT,25,Trade and business organisations,CONFCOMMERCIO,CONFCOMMERCIO - IMPRESE PER L'ITALIA,2,100000,199999,,2.5,8,04877777421-88,active,108,
fc65f23af51f420091aa56cd09fb0d75,FR,26,Trade unions and professional associations,FECC,FEDERATION EUROPEENNE DES CADRES DE LA CONSTRUCTION,2,,9999,,0.75,0,254480411795-21,active,75,
2305ad1f8a194a26899a4c95876c7788,GB,31,"Non-governmental organisations, platforms and networks and similar",,INSOL Europe,3,,9999,,1.25,0,551321411765-16,active,233,
13c1fdcc1e604fc3bad44655cdd84f01,BE,21,Companies & groups,,Avon,2,100000,199999,,2,0,54680168666-65,active,21,
4da52f8e243c4930a40be275c963f562,DK,21,Companies & groups,LEO Pharma,LEO Pharma A/S,2,,,51462,2.25,0,10184967810-77,active,59,
f07cefe85c4d4398909f90b469fa3886,SE,64,Other sub-national public authorities,Stockholm MF,"City of Stockholm, Environment and Health Committee",6,,9999,,0.25,1,56689727240-51,active,214,
0f761216da034c9cb2838e2cfd3b516d,FR,21,Companies & groups,,ERAMET,2,200000,299999,,4,0,645370511725-71,active,75,
df373735f5694ccdb629d25ee9f469ca,BE,25,Trade and business organisations,,PlasticsEurope,2,1500000,1749000,,8,8,454264611835-56,active,21,
c67bfe5498204135ac48f47a504999d1,GB,25,Trade and business organisations,UK Cards,The UK Cards Association,2,,9999,,0.5,0,871428711810-72,active,233,
207e7b813df74358853efeb8fd81a2dd,FI,21,Companies & groups,Teosto,Finnish Composers' Copyright Society Teosto,2,,9999,,4,2,162360211825-62,active,74,
bce6386ba8d744d1a4416fb4298ce945,DE,31,"Non-governmental organisations, platforms and networks and similar",effe,Europäisches Forum für Freiheit im Bildungswesen,3,,9999,,2,0,07121476123-39,active,82,
c4cb7cc7d8e3473383bb1344ed4e80db,BE,26,Trade unions and professional associations,,Brussels Office of the Swedish Trade Unions,2,200000,299999,,2,2,69927546143-06,active,21,
a614effb921047c3ae988721f8b89f72,IT,31,"Non-governmental organisations, platforms and networks and similar",A.I.C.,Associazione Italiana Celiachia,3,,,25000,0.25,0,04440176142-73,active,108,
12482bb1a6e549cfa2eacbe1819bb2c9,BE,25,Trade and business organisations,EIGA,European Industrial Gases Association AISBL,2,100000,199999,,0.75,0,04077716126-17,active,21,
63992dba19da4b89a74bf341cdf2f313,DE,25,Trade and business organisations,VAD,Verband der Arzneimittel-Importeure Deutschlands e.V.,2,,9999,,0.75,2,49925736145-73,active,82,
a624ae42dfc845a6960ae2ecd18ea278,BE,11,Professional consultancies,Aula,Aula Europe,1,300000,399999,,6.75,4,88742028087-64,active,21,
09bcb78b33e048f7bf210aceba426c5d,BE,31,"Non-governmental organisations, platforms and networks and similar",LLLP,Lifelong Learning Platform,3,200000,299999,,6,7,74923516160-01,active,21,
0d7f3f5d38cb468aa766cdace26d09d9,BE,31,"Non-governmental organisations, platforms and networks and similar",FEANTSA,European Federation of National Organisations working with the Homeless,3,400000,499999,,3,2,42528706153-39,active,21,
c72f4540bee848df95337cc37706413b,BE,25,Trade and business organisations,EuPC,European Plastics Converters Association,2,,,400000,2,3,93255296152-29,active,21,
c626f0561a2c4806ac4c9c7941447d18,BE,25,Trade and business organisations,MARCOGAZ,MARCOGAZ,2,600000,699999,,2,1,57944346163-37,active,21,
21cea216bb06404fbdda2d846edbc9bd,DE,25,Trade and business organisations,ARGE VVaG,Arbeitsgemeinschaft der Versicherungsvereine auf Gegenseitigkeit e.V.,2,,9999,,0.25,0,754725511318-26,active,82,
6c0d98daf35a47699e8eb0ba341671a3,DE,25,Trade and business organisations,ICADA eV,International cosmetic and device association eV,2,,,40000,2,0,68184848165-11,active,82,
3baebe8a60af4698832ef28b1e24682b,NL,25,Trade and business organisations,FNLI,Federatie Nederlandse Levensmiddelen Industrie,2,,9999,,2,0,730594411310-38,active,155,
81fc8b7378aa468f9f1f72fb419cbfdf,DE,21,Companies & groups,DSD - Duales System,Der Grüne Punkt - Duales System Deutschland GmbH,2,100000,199999,,0.5,0,589128611309-78,active,82,
2af294a6157846b28f1386117584cb8c,NL,25,Trade and business organisations,BureauLeiding,"BureauLeiding, informatiebureau kunststof leidingsystemen",2,,9999,,0.5,0,327446611284-61,active,155,
aac8dae994e84564865edf1fbc9f81fb,BE,41,Think tanks and research institutions,FREE Group,Fundamental Rights European Experts Group,4,,9999,,5,0,972406711275-91,active,21,
98be08b8d5634cf0804ed8d999257dbf,US,21,Companies & groups,,The Carlyle Group,2,200000,299999,,0.25,0,663383410693-21,active,234,
1a41f111bf10434994ca76cca7b0c027,CH,11,Professional consultancies,GGI,GGI Geneva Group International,1,,9999,,0.25,3,711910311299-30,active,215,
4da4246b1eed49ed9677b84fb2e086d9,DE,21,Companies & groups,TRIMET,TRIMET Aluminium SE,2,,9999,,0.25,0,915681011342-13,active,82,
c6677e9de90e4a2c86e5640c83e3dfbc,CN,21,Companies & groups,Huawei,Huawei Technologies,2,,,2800000,7.25,1,114467111412-38,active,45,
ff15feb7ca164362909847c52a491110,NL,21,Companies & groups,,Triodos Bank,2,50000,99999,,0.5,0,543556311400-69,active,155,
79220299d3884595b4de74a4a48a6b30,BE,25,Trade and business organisations,Fur Europe,Fur Europe,2,400000,499999,,3,2,819965911378-79,active,21,
73806cc9f5c74069b660207009ae6643,BE,31,"Non-governmental organisations, platforms and networks and similar",ECEPAA,European Centre for Economic and Policy Analysis and Affairs,3,25000,49999,,0.5,4,384710611367-86,active,21,
973709665a584192983957e1232fb65c,DE,42,Academic institutions,ERA,Academy of European Law,4,,,52000,1.25,3,97138128231-58,active,82,
2056a656724b4e748bd00bd6a78539c0,GB,66,"Other public or mixed entities, created by law whose purpose is to act in the public interest",JNCC,Joint Nature Conservation Committee,6,800000,899999,,25,0,29897598486-41,active,233,
e01c716c525f488a8c9ba1dd612bf9e2,IT,21,Companies & groups,,Fastweb S.p.A.,2,100000,199999,,1.5,3,58272867322-27,active,108,
561a10331ba347a9bdd400725580f329,PL,25,Trade and business organisations,GCA,Gdynia Cotton Association,2,,9999,,2.5,0,29520227300-13,active,176,
d0f68b0d360843b5ac3904d1f00253f3,ES,26,Trade unions and professional associations,INPROVO,ORGANIZACION INTERPROFESIONAL DEL HUEVO Y SUS PRODUCTOS,2,,9999,,0.25,0,19928757316-90,active,209,
4ac99ee994ca4516a40226e2240535cc,FR,11,Professional consultancies,,LOBBSONN,1,25000,49999,,0.5,1,31788608275-44,active,75,
