id,contact_country,sub_category,sub_category_title,acronym,name,main_category,cost_min,cost_max,cost_absolute,fte,acc_count,code,status,country,accredited
f49252ca6e8d43ce8208932158eb89bc,GB,11,Professional consultancies,,Keene Public Affairs,1,,,,,0,46439606300-09,inactive,233,
992d13e4d77d4ee28235ad33b4648f26,BE,11,Professional consultancies,,European Consulting Brussels,1,,,,,0,00313077155-92,inactive,21,
f3144c5d7cb44286ba72555b679e53e8,RO,11,Professional consultancies,TENICO,SC TENICO 2002 SRL,1,,,,,0,47090537149-77,inactive,180,
119a285b82b542d180f7b821409ae069,RO,11,Professional consultancies,TDP,TDP PARTNERS,1,,,,,0,36842767187-23,inactive,180,
6d0fd559a5474fef8cba0d4bf02d41b0,IT,11,Professional consultancies,,PCA SERVICE SRL,1,,,,,0,18868036969-22,inactive,108,
e04925450a6f4ddb99f4ff238cb26e16,BE,11,Professional consultancies,EURONET,EURONET Consulting EEIG,1,,,,,0,19397066908-64,inactive,21,
209816921c5346158d909ccb7deaef8b,ES,11,Professional consultancies,,Carlos Delgado Villanueva,1,,,,,0,88379817583-65,inactive,209,
4b1a5481e3154a4c9621fbdf8e1a6dbf,FR,11,Professional consultancies,CEC,CE CONSULTANT,1,,,,,0,14441777064-93,inactive,75,
f188c64bbd1c4fe48ed4c60b9682f51b,PT,11,Professional consultancies,iWays,iWays,1,,,,,0,97329658011-56,inactive,177,
08d2166f01c7438294f69a5d3c89ce7e,DE,11,Professional consultancies,tf,terra fusca Ingenieure,1,,,,,0,05049406872-21,inactive,82,
6a22fe2cd5534ad49d5b578d52789812,IT,11,Professional consultancies,TH Advisors,TH Advisors S.r.l.,1,,,,,0,41744328050-80,inactive,108,
a368be37c66b4540a429778ec3e66627,DE,11,Professional consultancies,,EU.select,1,,,,,0,85519896862-89,inactive,82,
8e04cf0eca2d4916b95529092f50ee49,BE,11,Professional consultancies,,BONPHIL. S.A,1,,,,,0,41422086896-18,inactive,21,
1ad0e28bee804bb3863650dc16f7eb84,AT,11,Professional consultancies,GTF,"GTF Management, Marketing & Communication GmbH",1,,,,,0,66869957090-10,inactive,14,
ae47284147364c529f5fb91accac09c1,PT,11,Professional consultancies,,"Lift Consulting, Consultores de Comunicação SA",1,,,,,0,25410557965-55,inactive,177,
c88814d5063d445a9b70acbd0dec56c8,GB,11,Professional consultancies,,Economic Insight Limited,1,,,,,0,20725266778-55,inactive,233,
c0a1722c123b475597a55398f2bb9b99,BE,11,Professional consultancies,,Greenray Public Affairs,1,,,,,0,99661476785-97,inactive,21,
b26d4ffe894f4cc6884cc109e8809038,BE,11,Professional consultancies,Pristop Europe,Pristop Europe sprl,1,,,,,0,03370567258-33,inactive,21,
ad69591b0cc946eb9daa88f70edf6ac2,BE,11,Professional consultancies,,De Sadeleer Corporate Governance SCS,1,,,,,0,39761116072-12,inactive,21,
d85cc45955d14eaeafca191b63b41607,AT,11,Professional consultancies,,Kovar & Köppl Public Affairs Consulting,1,,,,,0,24854386090-37,inactive,14,
