id,status,guest,host,cabinet,date,guestid,title,unregistered,nb
8ffd8f641fdf304c8978f9b98a9be797,registered,Kofi Annan Foundation,President Jean-Claude Juncker,,2015-03-24T00:00:00,5b4ed4cd883b4e5fb3d8c2dfe6cbbe12,Meeting with Kofi Annan,,0
b6ff9166366dec9517444a59182cb4a2,registered,EUROPEAN TRADE UNION CONFEDERATION,President Jean-Claude Juncker,,2015-03-23T00:00:00,98893fe0d2554088b253b817a47f535b,Meeting with Bernadette Segol - General Secretary ETUC,,0
87a66decb40d28c8c10465779f08f329,registered,Open Society European Policy Institute,President Jean-Claude Juncker,,2015-03-20T00:00:00,fa3ba49879924f28b3fc557c7150c775,Meeting with George Soros,,0
09b1333a0f3f09918df8835789505b14,registered,Bundesverband der Deutschen Industrie e.V.,President Jean-Claude Juncker,,2015-03-02T00:00:00,1697453d55314bb3b62f74187f1a1c48,Speaker at BDI (German industry federation) gala dinner,,0
51e37fe13348c91aae9dae249984c876,registered,European Publishers Council,President Jean-Claude Juncker,,2015-02-26T00:00:00,85a8f63925ff4982b3637cd7809fb751,Receives CEOs of European Publisher Groups,,0
097d4787cee7b877b7182a693c91aed5,registered,International Organization for Migration,Carlo Zadra,Cabinet members of President Jean-Claude Juncker,2015-04-29T00:00:00,17e8980cd66144c5a73ff6650989859b,Migration issues,,0
dd6e2fb7186e91d15b7ae9f10475126d,registered,Hachette Livre,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-04-22T00:00:00,6cf7ccd94bb44023a57a593d0f7d9abc,Digital Single Market,,0
2fe86ca7dacadd4469532bcab6fe710a,registered,European Digital Media Association,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-04-21T00:00:00,d1baa5d7d8114fe08132ff535db469fc,Digital Single Market,,0
cd8c2f57797b603102daa8b3d22edc82,registered,Society of Audiovisual Authors,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-04-21T00:00:00,5fe9b766e9604516a4150ba04960fc36,Digital Single Market,,0
57bc5b1cdd2fe5713e44b50042d73d6a,registered,British Bankers' Association,Paulina Dejmek Hack,Cabinet members of President Jean-Claude Juncker,2015-04-16T00:00:00,13c5a434e5a04e428a83491c7199bd47,"Jobs and Growth agenda, Capital Markets Union",,0
34a1d7b188df1c9836b4991406a72179,registered,"Deutscher Naturschutzring, Dachverband der deutschen Natur-, Tier- und Umweltschutzverbände (DNR e.V.)",Telmo Baltazar,Cabinet members of President Jean-Claude Juncker,2015-04-16T00:00:00,cb51f85a9f8b4cf08e08364df8bc201c,Climate Action and Energy Union,,0
43975f199bfa079f767c541da917afa7,registered,John Wiley & Sons,Antoine Kasel,Cabinet members of President Jean-Claude Juncker,2015-04-13T00:00:00,b4a7438cd1134b53a48fe31bb4a2786f,"Research, science and innovation issues",,0
c9afb84b48abacce52f81906c586fa1c,registered,European Youth Forum,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-04-13T00:00:00,4caf640e33bf41d2942c1c417cfbf415,Digital Single Market,,0
10421ad1dc894f9a87846c1da9a63273,registered,BlackRock,Paulina Dejmek Hack,Cabinet members of President Jean-Claude Juncker,2015-04-01T00:00:00,6017fce661974948beee29ac5444a4d3,EFSI and capital markets union,,0
845c23a1b8179eb390b4ee65063d315e,registered,SANOFI,Clara Martinez Alberola,Cabinet members of President Jean-Claude Juncker,2015-03-27T00:00:00,20c0960ce173429fa1a987cd8b3f688f,"How to strengthen a European coherent approach with focus on ERA development, ways to reduce the fragmented approach in Europe for evaluation the value of new medicines for improved access for the patient, and means of creating a more dynamic environment for medicine development in Europe and driving an ambitious agenda allowing the European life sciences sector to remain competetive on a global scale.",,0
fb929a4ebddc7e7b8b001058f7510a1e,registered,UBS AG,Paulina Dejmek Hack,Cabinet members of President Jean-Claude Juncker,2015-03-26T00:00:00,65b445b144ca45d3a7d3fe0c86d4d311,Digital Single Market,,0
82ee225f758e4b923aab9fb732c6ad2c,registered,European Business Summit Network,Sandra Kramer,Cabinet members of President Jean-Claude Juncker,2015-03-26T00:00:00,14ce7b026def4c07a6cefc7a2c3fb07d,Upcoming events,,0
0fa26dbaf64425a6b89a37459bcd628f,registered,European Generic medicines Association,Clara Martinez Alberola,Cabinet members of President Jean-Claude Juncker,2015-03-24T00:00:00,015561fa49cf4aaa9920851bbc801598,European Union’s policies affecting the pharmaceutical sector,,0
9046dc1b20c50eb069e7126b677442bc,registered,Orange,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-03-24T00:00:00,33061f0dfbea403e817949ef18d7db73,Digital Single Market,,0
7dcc310c6619f244b69a13fbee9af7af,registered,ARCTURUS GROUP,Antoine Kasel,Cabinet members of President Jean-Claude Juncker,2015-03-24T00:00:00,a0da9d2b83be4318a83d75428757d3e8,Tax Transparency Package,,0
7dcc310c6619f244b69a13fbee9af7af,registered,"European Federation of Food, Agriculture and Tourism Trade Unions",Antoine Kasel,Cabinet members of President Jean-Claude Juncker,2015-03-24T00:00:00,d53e6c7048984da1b296ddf578776f76,Tax Transparency Package,,0
7dcc310c6619f244b69a13fbee9af7af,registered,Gewerkschaft Nahrung Genuss Gassstätten,Antoine Kasel,Cabinet members of President Jean-Claude Juncker,2015-03-24T00:00:00,b35f71fb3a2b46bda55072c708fa7a38,Tax Transparency Package,,0
61bcecaa9f6e7d0698cac0dd8d231308,registered,University of Cambridge Institute for Sustainability Leadership,Telmo Baltazar,Cabinet members of President Jean-Claude Juncker,2015-03-24T00:00:00,962529ab26a74715adf1b10857964dc3,Energy Union,,0
f44a159f989a4fb8052ea6c2cb35eb7f,registered,Europeana Foundation,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-03-24T00:00:00,e2934f69ddc24028bba1714d28138903,Digital Single Market,,0
dbb69932644eb13ceb3c93f7105eac03,registered,VINCI Concessions,Telmo Baltazar,Cabinet members of President Jean-Claude Juncker,2015-03-23T00:00:00,55c9ed0482cf45eeb50dddb13b769de8,Transport,,0
9bc0b1ec9e54f7c6c8b1143ebf939ae7,registered,Burson-Marsteller,Sandra Kramer,Cabinet members of President Jean-Claude Juncker,2015-03-20T00:00:00,016a35ac50f040c4ae2d250c103c4e43,Handing over of calendar,,0
5f3f26d00ce6659ce0ecc71a5da97240,registered,Fédération Française des Télécoms,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-03-18T00:00:00,cfd4410dca1549149f1346bb3d11aa39,Digital Single Market,,0
6b05e2515bae3934daf1b702a08e9770,registered,Tata Limited,Luc Tholoniat,Cabinet members of President Jean-Claude Juncker,2015-03-18T00:00:00,dd2395619bad43ebbf3170008fe33fdc,"Jobs, Growth and Innovation in Europe",,0
dd8629b03f424fa559ec2f96afdfe0c8,registered,Amazon Europe Core SARL,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-03-17T00:00:00,6ca65f0cfbdd489d8ef6dc9c25c52a04,Digital Single Market,,0
2c9ec29af5512ae06dc21d3a8aea6538,registered,Spotify AB,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-03-17T00:00:00,c575d6b6a9754331933efb576034aefb,Digital Single Market,,0
c0d6b6b4ce29c1b89f0b3ad7b895f3c9,registered,Allianz SE,Paulina Dejmek Hack,Cabinet members of President Jean-Claude Juncker,2015-03-16T00:00:00,25afdda96d484c1aa18e5b1d32b3bc87,Investment Plan,,0
d706bc2b448d0955fc169838666a79ca,registered,PensionsEurope,Paulina Dejmek Hack,Cabinet members of President Jean-Claude Juncker,2015-03-16T00:00:00,31dff98c7c6d454d948737002ef16b9e,Priorities of the new Commission,,0
14728060cf21cb72f1d5a19a75481098,registered,Fédération bancaire française,Paulina Dejmek Hack,Cabinet members of President Jean-Claude Juncker,2015-03-13T00:00:00,ce10804577744e94a7696d23bc09db9e,Priorities of the new Commission,,0
7c9043c380b6d1d2f2db98e980641276,registered,European Magazine Media Association,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-03-12T00:00:00,a9b40d229fdc4096b448849552ab0900,Digital Single Market,,0
7c9043c380b6d1d2f2db98e980641276,registered,European Newspaper Publishers' Association,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-03-12T00:00:00,c48b5be6853f4085bfc0fd935b13d3e8,Digital Single Market,,0
cb29fdd73b308d4f9b9e08868caa9daf,registered,WWF European Policy Programme,Antoine Kasel,Cabinet members of President Jean-Claude Juncker,2015-03-06T00:00:00,aac5ca5c751449f78d0c706904a23cd3,European Semester,,0
d6d86aa0f2e97df28e3029ed77bff034,registered,European Express Association,Antoine Kasel,Cabinet members of President Jean-Claude Juncker,2015-03-06T00:00:00,303384f8658c4c75be9abcb180b00bdc,Tax issues,,0
2f0e56a3e12c85195143e736b0e475e0,registered,Netflix International,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-03-03T00:00:00,e60131c3a23043db98567453bcbb11d8,Digital Single Market,,0
13632fe0afb9d2c7331c1768af0ef739,registered,European Climate Foundation,Telmo Baltazar,Cabinet members of President Jean-Claude Juncker,2015-03-03T00:00:00,a1f2638c81034e07a2ab3ed2c54e6097,Climate Action and Energy,,0
1490627867968af8c7ee97e327c1d388,registered,Greenpeace European Unit,Leon Delvaux,Cabinet members of President Jean-Claude Juncker,2015-03-03T00:00:00,553809c289c74395993953b64d407835,GMO review,,0
39f5dc69ba313a9f12b466f637a9ae90,registered,"McKinsey & Company, Inc.",Martin Selmayr,Cabinet members of President Jean-Claude Juncker,2015-02-27T00:00:00,d2f4f9f3921b45a0ab3330b84dfec128,European Economic Recovery,,0
e2f8979f0347ea58367c191ba026bd79,registered,Cisco Systems Inc.,Sandra Kramer,Cabinet members of President Jean-Claude Juncker,2015-02-27T00:00:00,1c65fd9f827b42048971e4da4ae1eb94,General developments in digitalisation,,0
ef8009e4a4a0e7cebb097a4284bc6fe9,registered,European Publishers Council,Pauline Rouch Martin Selmayr,Cabinet members of President Jean-Claude Juncker,2015-02-26T00:00:00,85a8f63925ff4982b3637cd7809fb751,Working lunch,,0
cda1e0ddb25bd9e437556e43aaac2e39,registered,Verband der Automobilindustrie,Telmo Baltazar Martin Selmayr,Cabinet members of President Jean-Claude Juncker,2015-02-26T00:00:00,996c56b9a1354c5392858792eb95261b,Current EU Policy Issues,,0
40e40f9573fb4cf2f33bdbde486321d7,registered,LVMH Publica,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-02-19T00:00:00,f4adfc02d5fb4e9ca729dcd67fd56251,Digital Single Market,,0
de47310f63908bfc41655c46783b4dcc,registered,SANOFI,Clara Martinez Alberola,Cabinet members of President Jean-Claude Juncker,2015-02-19T00:00:00,20c0960ce173429fa1a987cd8b3f688f,"Exchange of views in the perspective to present of Health & Growth and to discuss ERA, medicine development and its access for the patient",,0
d33cf5899636a97aae82c4611d536b7a,registered,ArcelorMittal,Leon Delvaux,Cabinet members of President Jean-Claude Juncker,2015-02-18T00:00:00,0c8ebebcfc2f4e3eb6a6684f3d35d3db,Trade,,0
24e73140873b53b20b169a4e31aba5fc,registered,Channel 4,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-02-17T00:00:00,432a3437019f48f3b5de719fdb01900a,Digital Single Market,,0
24e73140873b53b20b169a4e31aba5fc,registered,British Broadcasting Corporation,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-02-17T00:00:00,c0d3ea246e3a4f89a28a77737ca5b19e,Digital Single Market,,0
24e73140873b53b20b169a4e31aba5fc,registered,ARD Verbindungsbüro Brüssel,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-02-17T00:00:00,ad9c41f3b1ed4f98b917c64ffe23a361,Digital Single Market,,0
24e73140873b53b20b169a4e31aba5fc,registered,Zweites Deutsches Fernsehen,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-02-17T00:00:00,df61c4281bb04deebbe03dea77f9be11,Digital Single Market,,0
bd20f5403fb6b36d6f7b95cf94bdb249,registered,Investor AB,Paulina Dejmek Hack,Cabinet members of President Jean-Claude Juncker,2015-02-17T00:00:00,abf24158480749239e283112dd18e9a0,Investment Plan,,0
2e4754eb811d2625c344d3efa351f33d,registered,Federazione Imprese Siderurgiche Italiane,Telmo Baltazar,Cabinet members of President Jean-Claude Juncker,2015-02-17T00:00:00,94fbaacea67446cc9530b8cc5892e442,Energy Union,,0
f4779e6489dfd304b3e787464d00d6ee,registered,ONE,Paulina Dejmek Hack,Cabinet members of President Jean-Claude Juncker,2015-02-11T00:00:00,878e394083f342588f01610bc01f038b,Priorities of the new Commission,,0
d44b84817af7559bf48098c6d2e7c1bf,registered,FELULA SA,Leon Delvaux,Cabinet members of President Jean-Claude Juncker,2015-02-11T00:00:00,ea83ed783a0c4993a350549622716015,Trade,,0
9fc3df4fa6dc5238ea02d93d55ae24e3,registered,Robert Bosch GmbH,Telmo Baltazar,Cabinet members of President Jean-Claude Juncker,2015-02-05T00:00:00,3ae7e80fa89f4d3cba21b1fa1e2ac219,Energy Union,,0
29d3a16d4fe528e0a9b50788bec9008c,registered,EuroHealthNet,Leon Delvaux,Cabinet members of President Jean-Claude Juncker,2015-02-04T00:00:00,6c2c482faafd4bac92958ff010a1537b,Health matters,,0
bdbf1836e28e2e04e80185e0c33b7421,registered,The European House - Ambrosetti,Carlo Zadra,Cabinet members of President Jean-Claude Juncker,2015-02-04T00:00:00,dbe4085c19fa4db6ab5a51e4e088e4be,"Mr De Molli, CEO, asked to introduce the company and illustrate this year's Forum",,0
d174d39735fdb17fb7f45e0d2344fe5c,registered,AREVA SA,Telmo Baltazar,Cabinet members of President Jean-Claude Juncker,2015-02-04T00:00:00,aaf4d636bdae4c839d549994afeb1c0f,Energy Union,,0
63582563ea1ff20556453083f31032d3,registered,eBay EU liaison office,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-02-04T00:00:00,5ce4282aebc64622a62c5d50ab8a8ba2,Digital Single Market,,0
5158a1a58d1bc0fdf3b619c9301b2086,registered,SALESAS TRES CENTRO DE ESTUDIOS,Clara Martinez Alberola,Cabinet members of President Jean-Claude Juncker,2015-02-04T00:00:00,bc9726731331421187de7bb5d8314a4e,Meeting between Ms Martinez Alberola and Ana Palacio,,0
434296d4b403261253c66215e785295b,registered,European Association of Internet Services Providers,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-02-03T00:00:00,ad4343059d4a487ca186bade9076487b,Digital Single Market,,0
56c6321eed7a52f5e94384bca9c83bdf,registered,Aviva Plc,Paulina Dejmek Hack,Cabinet members of President Jean-Claude Juncker,2015-01-30T00:00:00,db7935b85ade44f3a5b003a272eae291,Capital Markets Union,,0
124b6def018a803932bf661411c089cc,registered,Federazione Imprese Siderurgiche Italiane,Leon Delvaux,Cabinet members of President Jean-Claude Juncker,2015-01-30T00:00:00,94fbaacea67446cc9530b8cc5892e442,Trade,,0
29b1e354023d017f6d3e544f401f1780,registered,Association française du gaz,Telmo Baltazar,Cabinet members of President Jean-Claude Juncker,2015-01-29T00:00:00,661032156e3143f7be08a999b48e23d8,Energy Union,,0
b313c7749c1e16e6865bc46d4ecc30e6,registered,BT Group plc,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-01-29T00:00:00,388d31d917304c4f859b029541786e9d,Digital Single Market,,0
1387b9ee98966c211fdce126e9154fbb,registered,Cable Europe,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-01-29T00:00:00,768c93c241d64bd5a45c92e810268b98,Digital Single Market,,0
c4f9edd4f212e99d037c7ec8406d761d,registered,TheCityUK,Paulina Dejmek Hack,Cabinet members of President Jean-Claude Juncker,2015-01-29T00:00:00,4054501cc04842ec80b2b29e7d17fb38,New Commission's priorities,,0
7ee4087af5d548060bd5106d801cbebe,registered,Coalition of European Organisations on Data Protection,Carlo Zadra,Cabinet members of President Jean-Claude Juncker,2015-01-28T00:00:00,12cd636e447347e491043c02be353e2c,Data protection issues,,0
1f2d6efe2928c4315f4af6fdd606dbb7,registered,Community Public Affairs,Carlo Zadra,Cabinet members of President Jean-Claude Juncker,2015-01-28T00:00:00,8b390867355549e495b53ccf0bf33677,Data Protection Package,,0
90e903b8fe5f1069f618710e31a893ca,registered,Sports Rights Owners Coalition,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-01-27T00:00:00,5263e8a636dd49b28e4d1252b53c5fb6,Digital Single Market,,0
99206287f4764a91ddc381d9301e3189,registered,The Walt Disney Company Benelux BVBA,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-01-27T00:00:00,b3860cc13bda4986b9ae8af0fc5f93c8,Digital Single Market,,0
c59a15cf28bbf105aab926a920c31ba2,registered,Centre for European Reform,Martin Selmayr,Cabinet members of President Jean-Claude Juncker,2015-01-27T00:00:00,287fb48276334ca596dcdcd639fc0553,Current EU Policy Issues,,0
72ad262ad3e6c437d69622e9bc59d000,registered,Commerzbank AG,Martin Selmayr,Cabinet members of President Jean-Claude Juncker,2015-01-27T00:00:00,5d71af57f23c4eea96c840fc2de163c1,Current Financial Issues,,0
de964e47e57a4c7d2bd5ffcca4d0327b,registered,LeGuide.com,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-01-26T00:00:00,5b8082a143944f45be43a6de730ecb72,Digital Single Market,,0
6c1c83a6402cbcb24d5d5150878eab0b,registered,WWF European Policy Programme,Telmo Baltazar,Cabinet members of President Jean-Claude Juncker,2015-01-26T00:00:00,aac5ca5c751449f78d0c706904a23cd3,Energy Union,,0
9d39b806f435294c4b73f512e8eeb673,registered,Euroheat & Power,Telmo Baltazar,Cabinet members of President Jean-Claude Juncker,2015-01-26T00:00:00,ecbcb50dae0d41499e12a474ad7619af,Energy Union,,0
b771f93a87af9d90771ba56d1c998e1c,registered,Swiss Re Ltd.,Paulina Dejmek Hack,Cabinet members of President Jean-Claude Juncker,2015-01-23T00:00:00,9262523d55de46a889cc04264d36d38b,Investment Plan,,0
828750c5be95cfcc43a66e40ce01b3fa,registered,Egon Zehnder International GmbH,Sandra Kramer Martin Selmayr,Cabinet members of President Jean-Claude Juncker,2015-01-23T00:00:00,97260363865646908e661700cb6a1960,Developments in global consulting,,0
876a39aa06d8e9dedea5e6aab2c278ca,registered,Association européenne du cautionnement mutuel,Paulina Dejmek Hack,Cabinet members of President Jean-Claude Juncker,2015-01-23T00:00:00,a0995d8c0bc84b12bcdbda469b4966b5,Investment Plan,,0
882fb163e1076ed2ac84a7598af6d9b9,registered,Avisa Partners,Paulina Dejmek Hack,Cabinet members of President Jean-Claude Juncker,2015-01-23T00:00:00,f45aa50fc4bd4d4a992d2f7a7170d390,Concurrence,,0
fc3ddc0c1fdaba9f6bbe6f9ff51c7a85,registered,European Ferrous Recovery & Recycling Federation,Telmo Baltazar,Cabinet members of President Jean-Claude Juncker,2015-01-23T00:00:00,8af1a3f5aaed452fbfdc5e67757b4046,Circular Economy,,0
fc3ddc0c1fdaba9f6bbe6f9ff51c7a85,registered,European Metal Trade & Recycling Federation,Telmo Baltazar,Cabinet members of President Jean-Claude Juncker,2015-01-23T00:00:00,1f7b42c6f69845fb8aee1ae4abe269f3,Circular Economy,,0
fc3ddc0c1fdaba9f6bbe6f9ff51c7a85,registered,European Recycling Industries' Confederation,Telmo Baltazar,Cabinet members of President Jean-Claude Juncker,2015-01-23T00:00:00,c7990f8b228942249f8bb4fd3e0b6b37,Circular Economy,,0
08116fdd7d4a203871ea6dd926650696,registered,American Chamber of Commerce to the European Union,Paulina Dejmek Hack,Cabinet members of President Jean-Claude Juncker,2015-01-23T00:00:00,82978772cb2f4cc0a2eb2206f007fc55,Investment Plan,,0
03f524c3d7344a921123c9bc21065287,registered,Confederation of Swedish Enterprise,Paulina Dejmek Hack,Cabinet members of President Jean-Claude Juncker,2015-01-22T00:00:00,41723cdabaf3462382329fe6c03c6391,New Commission Priorities,,0
dc15cf0a519f7c56ed127769d002d9fd,registered,Deutscher Industrie- und Handelskammertag e.V.,Luc Tholoniat,Cabinet members of President Jean-Claude Juncker,2015-01-22T00:00:00,4fe70a269a59465d8846a5c4d1a444fa,Situation et priorités économiques,,0
ef127c413ef441f1cfb0b4fa246da662,registered,European Producers Club,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-01-21T00:00:00,6558cdd88e2e44219d244170bc561e40,Digital Single Market,,0
c60d126fe0d7de844a8774d6c10ca5a4,registered,European Anti Poverty Network,Luc Tholoniat,Cabinet members of President Jean-Claude Juncker,2015-01-21T00:00:00,a674f6b8cb3a482eac9469e668032897,Priorités sociales,,0
aeb12bcc0c642fe1b11abb613e756223,registered,"McGraw Hill Financial, Inc.",Paulina Dejmek Hack,Cabinet members of President Jean-Claude Juncker,2015-01-20T00:00:00,ccaa0cdcb58949db901da30a473518ea,Investment Plan,,0
0126c39f7122635e2f1b837957ea788c,registered,TeliaSonera AB,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-01-20T00:00:00,b844e28187b74ea3beebadbef0236d27,Digital Single Market,,0
48cf4655738ac2c7d0bbe4bae7d707f1,registered,Verband der Automobilindustrie,Telmo Baltazar,Cabinet members of President Jean-Claude Juncker,2015-01-20T00:00:00,996c56b9a1354c5392858792eb95261b,Investing in EU,,0
0a827c69233aa93f3949342c4b820aa7,registered,Emirates Airline,Telmo Baltazar,Cabinet members of President Jean-Claude Juncker,2015-01-20T00:00:00,cec6c47ad5074ed7af692a0266181ec0,Aviation in Europe,,0
aa6c0b765faf818bb929fdeb2620b039,registered,EKD-Büro Brüssel / EKD-Office Brussels,Martin Selmayr,Cabinet members of President Jean-Claude Juncker,2015-01-20T00:00:00,d48189547abc45188ccba0e5c92a84ca,The dialogue between Churches and the EU,,0
3cb9940de77ee23ad75f08426bd43536,registered,European Competitive Telecommuniations Association,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-01-20T00:00:00,c472787cf7a14452a64284655bef58bc,Digital Single Market,,0
eb84545d662d11da81d9f455ba2cc174,registered,Airbus Group N.V.,Telmo Baltazar,Cabinet members of President Jean-Claude Juncker,2015-01-19T00:00:00,369f73cbcd63403cbbee3043af38b12b,EU Aviation and Investment in Europe,,0
c4453da9a37a97f138d9ed31d43b2b6e,registered,Association of Commercial Television in Europe,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-01-19T00:00:00,867f7df0f37247eab17e3f8d232e328c,Digital Single Market,,0
202e4d5edd18a90710220158bd743968,registered,Association for Financial Markets in Europe,Paulina Dejmek Hack,Cabinet members of President Jean-Claude Juncker,2015-01-19T00:00:00,b6ef67d9a37c49a6bf7421f62c479576,Capital Markets Union,,0
e7628eed042aa7151ab063bc8744bceb,registered,EUROPEAN TRADE UNION CONFEDERATION,Luc Tholoniat,Cabinet members of President Jean-Claude Juncker,2015-01-19T00:00:00,98893fe0d2554088b253b817a47f535b,Priorités économiques et sociales,,0
0aead7eedd2da71450f84c8d53b93d34,registered,"Société des Auteurs, Compositeurs et Editeurs de Musique",Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-01-19T00:00:00,95ce593ef1a1400ea07f2c5dec273da4,Digital Single Market,,0
55c369cc6dcf45a45144d89bdfdb372d,registered,Groupement Européen des Sociétés d'Auteurs et Compositeurs,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-01-19T00:00:00,ba43872843a24bfabb259ae1ef966e4b,Digital Single Market,,0
53955ee20af0916bde7459b756f73e21,registered,Afore Consulting,Paulina Dejmek Hack,Cabinet members of President Jean-Claude Juncker,2015-01-16T00:00:00,2324d259b9c04892950c39334738bf73,Priorities of the new Commission in the area of Financial Services,,0
ed0f671ae02c0b332caeb35939277e51,registered,BNP PARIBAS,Paulina Dejmek Hack,Cabinet members of President Jean-Claude Juncker,2015-01-16T00:00:00,33597e7ffaf946858596408dcfe122d2,Priorities of the new Commission in the area of Financial Services,,0
7cf2391cb07a9058a58df7a5d006e21e,registered,"The Goldman Sachs Group, Inc.",Paulina Dejmek Hack,Cabinet members of President Jean-Claude Juncker,2015-01-16T00:00:00,8fdcfd835fb64f14be6c3cffe3f4623c,Capital Markets Union,,0
0ea3b501bd18b466557bd9af89857141,registered,Greenpeace European Unit,Antoine Kasel,Cabinet members of President Jean-Claude Juncker,2015-01-15T00:00:00,553809c289c74395993953b64d407835,Meeting on principles of scientific advice,,0
4b752a013fc828930b7d4758b6032873,registered,ArcelorMittal,Telmo Baltazar,Cabinet members of President Jean-Claude Juncker,2015-01-15T00:00:00,0c8ebebcfc2f4e3eb6a6684f3d35d3db,Climate Action and Investment in Europe,,0
31f465cef1ab12374a915260dca1fc1d,registered,EuroComment,Martin Selmayr,Cabinet members of President Jean-Claude Juncker,2015-01-09T00:00:00,edfc49a50a0945a0a575a98013ed3cb8,Investment Plan,,0
a0375f433c664dc00e0de145df49beae,registered,PA Europe,Martin Selmayr,Cabinet members of President Jean-Claude Juncker,2015-01-09T00:00:00,88346ef5e7fa4080b3b9bdde06feefd9,Outside EU-investments,,0
5ac50bb3ecbb4f7b4d62a9523d4b7704,registered,Unilever,Luc Tholoniat,Cabinet members of President Jean-Claude Juncker,2015-01-08T00:00:00,29c9c54f8dba45ef987a7869f1fc3003,Economic and industrial priorities of the EU,,0
c1d79dd01ebbce086e8c420c393df363,registered,European Renewable Energies Federation asbl,Telmo Baltazar,Cabinet members of President Jean-Claude Juncker,2015-01-08T00:00:00,ae3c4ac1b2f14e28be2eb3c77c5ccb0c,Energy Union,,0
5b4b63815b57700f16402029f2910d47,registered,BUSINESSEUROPE,Luc Tholoniat,Cabinet members of President Jean-Claude Juncker,2015-01-08T00:00:00,4455ab5dd3eb4f4493998d02bd3150b7,Priorités économiques et sociales,,0
8cb0303e278f817e3172d6546532918e,registered,Bertelsmann SE & Co. KGaA,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-01-07T00:00:00,bdc69fb5dbb34a879a0296094ebd9c16,Digital Single Market,,0
5efc9cf4824766d17731acabffb4d820,registered,Motion Picture Association,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-01-06T00:00:00,a639e6fa3b994083b4bab8ae8a8a7750,Digital Single Market,,0
1fcdab5e22027227d5f5cd6cd11a0fc6,registered,Vodafone Belgium SA,Pauline Rouch,Cabinet members of President Jean-Claude Juncker,2015-01-06T00:00:00,5ec51daea8424410b06bd40c08ded706,Digital Single Market,,0
51612b72131a8a35e1e144b2327afc55,registered,Eni S.p.A.,Telmo Baltazar,Cabinet members of President Jean-Claude Juncker,2014-12-22T00:00:00,ee1414069e8f4da9bc76bdcda4e007eb,Energy Union - Investment in Europe,,0
e80e760a7fdd49e92785f7ee029d7041,registered,UNIFE,Leon Delvaux,Cabinet members of President Jean-Claude Juncker,2014-12-18T00:00:00,9ea9f5cdb07e420f87601244f15240d3,The European Rail Industry in Trade Negotiations,,0
8231f0c760b782dbce9f6ea812545e9a,registered,Managed Funds Association,Paulina Dejmek Hack,Cabinet members of President Jean-Claude Juncker,2014-12-17T00:00:00,b415aff8619f4d64a7be40969b9fdbbc,Investment Plan and Capital Markets Union,,0
567f7c36a1ef4c92fffe9eb3dd1139b8,registered,Federazione Imprese Siderurgiche Italiane,Carlo Zadra,Cabinet members of President Jean-Claude Juncker,2014-12-15T00:00:00,94fbaacea67446cc9530b8cc5892e442,Main issues on the European agenda relevant to the Italian steel sector,,0
6ff47870fc41be221a61f327e91deafd,registered,European Round Table of Industrialists,Luc Tholoniat,Cabinet members of President Jean-Claude Juncker,2014-12-15T00:00:00,6f1a228ff07f4768b63eb8411651f36e,Economic priorities of the EU,,0
70415a70aae0be30913bf39ccfd75fe4,registered,Platform of European Social NGOs,Luc Tholoniat,Cabinet members of President Jean-Claude Juncker,2014-12-12T00:00:00,5197275752e34e03897d0b24d70c4fce,Priorités de l'UE dans le domaine social,,0
