ID,Name,Link_image,Country,Political_group,Party,Institution,Previous_position,New_position,category_pie,category_bar,brussel_lobbying,Link_profile,Link_source,group2,Description,Paid_unpaid,Answers,Certified,Date of Commission authorisation,Based on advice from Ad hoc Ethical Committee?,Link to authorisation in College of Commissioners' minutes,"Link to Commission authorisation documents, released under freedom of information rules. Click on the links to read the documents",Link Transparency register
10,Viviane Reding,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Viviane_Reding_%28Martin_Rulsch%29_01.jpg/330px-Viviane_Reding_%28Martin_Rulsch%29_01.jpg,Luxembourg,EPP,Christian Social People's Party,European Commission,"Justice, Fundamental Rights and Citizenship",Member of the Kuratorium (Board of Trustees/ supervisory board) of the Bertelsmann Foundation,"Non-governmental organisations, platforms and networks and similar",NGOs,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2103-EN-F1-1.Pdf,,"provided that Ms REDING avoided any conflicts of interest incompatible with the Code of Conduct for Commissioners in particular when projects of the Bertelsmann Foundation involved requesting and/or obtaining Community cofinancing and that, within the 18 months after ceasing to hold office, she abstained from lobbying and defending the Foundation's interests to the Commission; ",paid  ,,,29/10/2014,yes,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2103-EN-F1-1.Democratic Partyf,http://www.asktheeu.org/en/request/1549/response/5975/attach/4/annex%20ii.Democratic Partyf + http://www.asktheeu.org/en/request/1549/response/6127/attach/4/annex%20i.Democratic Partyf + http://www.asktheeu.org/en/request/1549/response/6127/attach/6/annex%20iii.Democratic Partyf,
11,Viviane Reding,,Luxembourg,EPP,Christian Social People's Party,European Commission,"Justice, Fundamental Rights and Citizenship","Planned cooperation with various Speakers Bureaux, including Premium Speakers Deutschland and Celebrity Speakers UK ",Others,Self-employed,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Pdf,,"provided that she fulfilled her obligations under Articles 245 and 339 TFEU and the Code of Conduct for Commissioners, including protection of confidentiality and collective responsibility in respect of matters covered by the Commission during her three terms of office, and eschewed any activity that might conflict with her duties of integrity and discretion; ",,,,16/12/2014,"no, because it was similar to the role authorised for Barroso in November 2014, and this should be authorised on the same terms",http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Democratic Partyf,http://www.asktheeu.org/en/request/1695/response/6138/attach/3/annexes.Democratic Partyf,
12,Viviane Reding,,Luxembourg,EPP,Christian Social People's Party,European Commission,"Justice, Fundamental Rights and Citizenship",MEP,Elected office & public sector,Elected office,No,,,,No authorisation required,paid  ,,,- ,no,,,
13,Viviane Reding,,Luxembourg,EPP,Christian Social People's Party,European Commission,"Justice, Fundamental Rights and Citizenship",Sit on the Honorary Council of the European Movement International ,"Non-governmental organisations, platforms and networks and similar",NGOs,Yes,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2126-EN-F1-1.PdF,,No authorisation required,,,,- ,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2126-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/2029/response/7132/attach/2/annexes.Democratic Partyf,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=35279857524-58
14,Viviane Reding,,Luxembourg,EPP,Christian Social People's Party,European Commission,"Justice, Fundamental Rights and Citizenship",member of the Advisory Board of the Global Economic Symposium ,Others,Others,No,,,,"Provided that she demonstrated integrity and discretion in all circumstances, that she protected collective responsibility and the confidentiality of issues handled by the Commission during her three terms of office as a Member of the Commission, and that she refrained from lobbying the Commission and/or its departments on behalf of the Global Economic Symposium and/or in the interests of related bodies during the 18 months after she left office. ",,,,18/02/2015,no,,http://www.asktheeu.org/en/request/1821/response/6499/attach/3/annexes.Democratic Partyf,
15,Viviane Reding,,Luxembourg,EPP,Christian Social People's Party,European Commission,"Justice, Fundamental Rights and Citizenship",Member of the board of the UEFA Foundation for children ,"Non-governmental organisations, platforms and networks and similar",NGOs,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Pdf,,"reminded Mr FÜLE  of  the  obligations  he  remained  under, concerning  the  protection  of  collective  responsibility  and  confidentiality  of the  matters  dealt  with  by  the  Commission  during  his  term  of  office  in accordance with Articles245(2) and 339 of the TFEU",unpaid,,,16/12/2014,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Democratic Partyf,http://www.asktheeu.org/en/request/1695/response/6138/attach/3/annexes.Democratic Partyf,
16,Viviane Reding,,Luxembourg,EPP,Christian Social People's Party,European Commission,"Justice, Fundamental Rights and Citizenship",Member of the Board of Directors of Agfa-Gevaert ,Private Sector,Companies and Groups,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2109-EN-F1-1.Pdf,,providing Ms REDING respected Article 339 TFEU and she abstained from lobbying or defending the interests of the company in question to the Commission for 18 months after leaving the Commission. ,paid  ,,,10/12/2014,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2109-EN-F1-1.Democratic Partyf,http://www.asktheeu.org/en/request/1549/response/6127/attach/6/annex%20iii.Democratic Partyf,
17,Viviane Reding,,Luxembourg,EPP,Christian Social People's Party,European Commission,"Justice, Fundamental Rights and Citizenship","Member of the Board of Directors of the enterprise Nyrstar. NB: Reding's office told Politico that she ""is not and will not be part of the Nyrstar Board of Directors.” ",Private Sector,Companies and Groups,Yes,,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2103-EN-F1-1.Pdf,,"provided that Ms REDING respected Article 339 of the Treaty on the Functioning of the European Union and that, within the 18 months after ceasing to hold office, she abstained from lobbying and defending Nyrstar's interests to the Commission ",,,,29/10/2014,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2103-EN-F1-1.Democratic Partyf,http://www.asktheeu.org/en/request/1549/response/5975/attach/4/annex%20ii.Democratic Partyf + http://www.asktheeu.org/en/request/1549/response/6127/attach/4/annex%20i.Democratic Partyf + http://www.asktheeu.org/en/request/1549/response/6127/attach/6/annex%20iii.Democratic Partyf,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=202136122160-22
18,Viviane Reding,,Luxembourg,EPP,Christian Social People's Party,European Commission,"Justice, Fundamental Rights and Citizenship",Member of the Board of Trustees of the Bertelsmann Stiftung ,"Think tanks, research and academic institutions",Think tanks,Yes,,,,,,,,,,https://www.bertelsmann-stiftung.de/en/about-us/who-we-are/organization/,,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=13571025706-27
19,Tonio Borg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Tonio_Borg_%28cropped%29.jpg/330px-Tonio_Borg_%28cropped%29.jpg,Malta,EPP,Nationalist Party,European Commission,Health,Lecturer in public law at University of Malta,"Think tanks, research and academic institutions",Academic,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2142-EN-F1-1.PdF,,"On 17/9/15, Borg told CEO:  “I had applied fro leave without pay from the University of Malta as soon as I was appointed Commissioner  in Nov 2012; this request was granted: as soon as I finished my term as Commissioner, I resumed my duties, as it was my right to do so.” He later appears to have applied for authorisation for this role, which was provided",paid  ,,,14/10/2015,?,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2142-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/2352/response/8384/attach/2/annexes.Democratic Partyf,
20,Tonio Borg,,Malta,EPP,Nationalist Party,European Commission,Health,Representative of the European Parliament on the Management Board of the European Medicines Agency,Elected office & public sector,Public authorities,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2016/EN/10061-2016-2165-EN-F1-1.PdF,,provided  that  Mr BORG  acted  in  all  circumstances  with integrity  and  discretion  in  respect  of  experience  and  knowledge  gained either directly or indirectly during his term of office,?,,,20/04/2016,?,http://ec.europa.eu/transparency/regdoc/rep/10061/2016/EN/10061-2016-2165-EN-F1-1.Democratic PartyF,,
21,Štefan Füle ,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Stefan_File.jpg/330px-Stefan_File.jpg,Czech Republic,S&D,Czech Social Democratic Party,European Commission,Enlargement and European Neighbourhood Policy,Member of Central European Strategy Council’s International Advisory Board,"Think tanks, research and academic institutions",Think tanks,No,,http://www.asktheeu.org/en/request/2562/response/9022/attach/2/annexes.Pdf,,"Provided Mr FÜLE (i) refrained from lobbying the Commission and/or its departments should one of the above-mentioned entities decide to get involved in specific projects related to his former portfolio concerning enlargement and European neighbourhood policy and ask the EU for financial support, and (ii) complied with his obligations under Articles245(2) and 339 of the TFEU and the Code of  Conductof  Commissioners,  in  particular  as  regards  the  protection  of collective  responsibility  and  confidentiality  of  the  matters  dealt  with  by  the Commission during his term of office",,,,19/01/2016,no,http://www.asktheeu.org/en/request/2562/response/9022/attach/2/annexes.Democratic Partyf,,
22,Štefan Füle ,,Czech Republic,S&D,Czech Social Democratic Party,European Commission,Enlargement and European Neighbourhood Policy,Czech Ministry of Foreign Affairs,Elected office & public sector,Elected office,No,,http://www.asktheeu.org/en/request/2562/response/9022/attach/2/annexes.Pdf,,,,,,19/01/2016,no,http://www.asktheeu.org/en/request/2562/response/9022/attach/2/annexes.Democratic Partyf,,
23,Štefan Füle ,,Czech Republic,S&D,Czech Social Democratic Party,European Commission,Enlargement and European Neighbourhood Policy,member of the Board of Trustees of Friends of Europe ,"Think tanks, research and academic institutions",Think tanks,Yes,,http://www.asktheeu.org/en/request/2562/response/9022/attach/2/annexes.Pdf,,"Provided Mr FÜLE (i) refrained from lobbying the Commission and/or its departments should one of the above-mentioned entities decide to get involved in specific projects related to his former portfolio concerning enlargement and European neighbourhood policy and ask the EU for financial support, and (ii) complied with his obligations under Articles245(2) and 339 of the TFEU and the Code of  Conductof  Commissioners,  in  particular  as  regards  the  protection  of collective  responsibility  and  confidentiality  of  the  matters  dealt  with  by  the Commission during his term of office",,,,19/01/2016,no,http://www.asktheeu.org/en/request/2562/response/9022/attach/2/annexes.Democratic Partyf,,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=99436366768-45
24,Štefan Füle ,,Czech Republic,S&D,Czech Social Democratic Party,European Commission,Enlargement and European Neighbourhood Policy,President of the Advisory Board of the Initiative for European Value,"Think tanks, research and academic institutions",Think tanks,No,,http://www.asktheeu.org/en/request/2562/response/9022/attach/2/annexes.Pdf,,"Provided Mr FÜLE (i) refrained from lobbying the Commission and/or its departments should one of the above-mentioned entities decide to get involved in specific projects related to his former portfolio concerning enlargement and European neighbourhood policy and ask the EU for financial support, and (ii) complied with his obligations under Articles245(2) and 339 of the TFEU and the Code of  Conductof  Commissioners,  in  particular  as  regards  the  protection  of collective  responsibility  and  confidentiality  of  the  matters  dealt  with  by  the Commission during his term of office",,,,19/01/2016,no,http://www.asktheeu.org/en/request/2562/response/9022/attach/2/annexes.Democratic Partyf,,
25,Štefan Füle ,,Czech Republic,S&D,Czech Social Democratic Party,European Commission,Enlargement and European Neighbourhood Policy,Member of the Program Council of the Forum2000 Foundation,"Non-governmental organisations, platforms and networks and similar",NGOs,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2016/EN/10061-2016-2152-EN-F1-1.PdF,,"Provided Mr FÜLE (i) refrained from lobbying the Commission and/or its departments should one of the above-mentioned entities decide to get involved in specific projects related to his former portfolio concerning enlargement and European neighbourhood policy and ask the EU for financial support, and (ii) complied with his obligations under Articles245(2) and 339 of the TFEU and the Code of  Conductof  Commissioners,  in  particular  as  regards  the  protection  of collective  responsibility  and  confidentiality  of  the  matters  dealt  with  by  the Commission during his term of office",,,,19/01/2016,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2016/EN/10061-2016-2152-EN-F1-1.Democratic PartyF,,
26,Štefan Füle ,,Czech Republic,S&D,Czech Social Democratic Party,European Commission,Enlargement and European Neighbourhood Policy,Special Representative of the Organization for Security and Co-operation in Europe (OSCE) for the Western Balkans   ,Elected office & public sector,Public authorities,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2016/EN/10061-2016-2152-EN-F1-1.PdF,,"reminded Mr FÜLE  of  the  obligations  he  remained  under, concerning  the  protection  of  collective  responsibility  and  confidentiality  of the  matters  dealt  with  by  the  Commission  during  his  term  of  office  in accordance with Articles245(2) and 339 of the TFEU",,,,19/01/2016,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2016/EN/10061-2016-2152-EN-F1-1.Democratic PartyF,,
27,Siim Kallas,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Siim_Kallas%2C_arvamusfestival_2014_%282%29.jpg/330px-Siim_Kallas%2C_arvamusfestival_2014_%282%29.jpg,Estonia,ALDE,Estonian Reform Party,European Commission,Transport,Chair of Commission's High Level Group of Independent Experts on Monitoring Simplification for Beneficiaries of the European Structural and Investment Funds,Elected office & public sector,Public authorities,No,,http://ec.europa.eu/regional_policy/en/policy/how/improving-investment/high-level-group-simplification/#1,,No authorisation required,,,,- ,no,http://ec.europa.eu/regional_policy/en/policy/how/improving-investment/high-level-group-simplification/#1,,
28,Siim Kallas,,Estonia,ALDE,Estonian Reform Party,European Commission,Transport,"Special Adviser to Commissioner Dombrovskis on strategic and political advice on future of EMU, economic relations with Eastern neighbourhood",Elected office & public sector,Public authorities,No,,http://ec.europa.eu/civil_service/about/who/sa_en.htm,,No authorisation required,,,,- ,no,http://ec.europa.eu/civil_service/about/who/sa_en.htm,,
29,Siim Kallas,,Estonia,ALDE,Estonian Reform Party,European Commission,Transport,Consultant for Nortal ,Private Sector,Companies and Groups,Yes,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2122-EN-F1-1.PdF,,"On the condition that you abide by your obligations stipulated in Articles 245 and 339 of the TFEU and in the Code of Conduct for Commissioners, namely that you behave, in all circumstances, with integrity and discretion, that you protect the collegiality and confidentiality of the matters dealt with by the Commission during your mandates and that you refrain from lobbying the Commission and/or its services, for Nortal, during eighteen months after the end of your mandate ",paid  ,,,22/04/2015,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2122-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1947/response/7005/attach/2/annexes.Democratic Partyf,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=641536622019-91
30,Siim Kallas,,Estonia,ALDE,Estonian Reform Party,European Commission,Transport,Visiting Professor for European Transport Policy at the Tallinn University of Technology,"Think tanks, research and academic institutions",Academic,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2120-EN-F1-1.PdF,,"Provided that Mr KALLAS fulfilled his obligations under Articles 245(2) and 339 TFEU and section 1.7 of the Code of Conduct for Commissioners, and more precisely, that he acted with discretion at all times and protected collective responsibility and confidentiality in respect of matters covered by the Commission during his two terms of office. ",paid  ,,,18/03/2015,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2120-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1793/response/6527/attach/2/annexes.Democratic Partyf,
31,Siim Kallas,,Estonia,ALDE,Estonian Reform Party,European Commission,Transport,Lecturer in international finance in the Faculty of Economics of the University of Tartu,"Think tanks, research and academic institutions",Academic,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2115-EN-F1-1.PdF,,,paid  ,,,10/02/2015,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2115-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1793/response/6527/attach/2/annexes.Democratic Partyf,
32,Olli Rehn,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Olli_Rehn_by_Moritz_Kosinsky_2.jpg/330px-Olli_Rehn_by_Moritz_Kosinsky_2.jpg,Finland,ALDE,Centre Party,European Commission,Economic and Monetary Affairs and the Euro,"Director, Central Bank of Finland",Elected office & public sector,Public authorities,No,,http://yle.fi/uutiset/osasto/news/rehn_steps_down_as_minister_joins_bank_of_finland/9230347,,No authorisation required,paid  ,,,- ,no,http://yle.fi/uutiset/osasto/news/rehn_steps_down_as_minister_joins_bank_of_finland/9230347,,
33,Olli Rehn,,Finland,ALDE,Centre Party,European Commission,Economic and Monetary Affairs and the Euro,MP + Minister of Economic Affairs,Elected office & public sector,Elected office,No,,,,No authorisation required,paid  ,,,29/05/2015,no,,,
34,Olli Rehn,,Finland,ALDE,Centre Party,European Commission,Economic and Monetary Affairs and the Euro,MEP,Elected office & public sector,Elected office,No,,http://www.europarl.europa.eu/meps/en/2119/OLLI_REHN_activities.html,,No authorisation required,paid  ,,,- ,no,http://www.europarl.europa.eu/meps/en/2119/OLLI_REHN_activities.html,,
35,Nelli Feroci,,Italy,EPP,???,European Commission,Industry and entrepreneurship,Chair of the Board of Directors of the company Simest ,Private Sector,Companies and Groups,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2103-EN-F1-1.Pdf,,,,,,29/10/2014,yes,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2103-EN-F1-1.Democratic Partyf,http://www.asktheeu.org/en/request/1549/response/5975/attach/7/annex%20iii.Democratic Partyf + http://www.asktheeu.org/en/request/1549/response/6127/attach/6/annex%20iii.Democratic Partyf + http://www.asktheeu.org/en/request/1549/response/6127/attach/7/annex%20iv.Democratic Partyf,
36,Nelli Feroci,,Italy,EPP,???,European Commission,Industry and entrepreneurship,President of the Istituto Affari Internazionali ,"Think tanks, research and academic institutions",Think tanks,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2103-EN-F1-1.Pdf,,,,,,29/10/2014,no,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2103-EN-F1-1.Democratic Partyf,http://www.asktheeu.org/en/request/1549/response/6127/attach/7/annex%20iv.Democratic Partyf,
37,Neelie Kroes,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Neelie_Kroes.jpg/375px-Neelie_Kroes.jpg,Netherlands,ALDE,People's Party for Freedom and Democracy,European Commission,Digital agenda,Non-executive member of the Management Board of the Open Data Institute ,"Think tanks, research and academic institutions",Think tanks,Unkown,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2124-EN-F1-1.PdF,,"On the conditions that you respect, in all circumstances, your duties arising from Articles 245(2) and 339 of the TFEU and from the Code of Conduct for Commissioners, and notably as concerns the protection of the collegiality and confidentiality of the matters dealt with by the Commission during your two mandates and of the information to which you may have had access during your mandates about undertakings, their business relations or their cost components; refrain from lobbying the Commission and its Services, during eighteen months after the end of your mandate, in favour of the Open Data Institute and/or of individual companies which are in relation with the Open Data Institute; ensure that the knowledge and experience you acquired during your Commission mandates do not confer any undue competitive advantages in favour of individual companies which benefit from the services of the Open Data Institute. ",unpaid,,,28/04/2015,yes,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2124-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1987/response/7022/attach/3/annexes.Democratic Partyf,
38,Neelie Kroes,,Netherlands,ALDE,People's Party for Freedom and Democracy,European Commission,Digital agenda,Special Adviser to Bank of America Merrill Lynch ,Private Sector,Companies and Groups,Yes,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2114-EN-F1-1.PdF,,"provided that Ms KROES fulfilled, in all circumstances, her obligations under Articles 245(2) and 339 TFEU and the Code of Conduct for Commissioners, including protection of collective responsibility and confidentiality in respect of matters covered by the Commission during her two terms of office, and refrained from lobbying the Commission or its departments on behalf of Bank of America Merrill Lynch within eighteen months of leaving office ",paid  ,,,04/02/2015,yes,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2114-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1783/response/6531/attach/2/annexes.Democratic Partyf,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=53891615036-88
39,Neelie Kroes,,Netherlands,ALDE,People's Party for Freedom and Democracy,European Commission,Digital agenda,Member of public policy advisory board of Uber,Private Sector,Companies and Groups,Yes,,http://www.asktheeu.org/en/request/neelie_kroes_uber#incoming-9774,,No authorisation required as 18 month authorisation and lobby ban has now ended,paid in shares,,,- ,?,http://www.asktheeu.org/en/request/neelie_kroes_uber#incoming-9774,http://corporateeurope.org/revolvingdoorwatch/cases/neelie-kroes,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=002278013515-26
40,Neelie Kroes,,Netherlands,ALDE,People's Party for Freedom and Democracy,European Commission,Digital agenda,Board member Salesforce,Private Sector,Companies and Groups,Yes,,http://www.asktheeu.org/en/request/ex_commissioner_neelie_kroes_sal#incoming-9511,,No authorisation required as 18 month authorisation and lobby ban has now ended,?,,,-,no,http://www.asktheeu.org/en/request/ex_commissioner_neelie_kroes_sal#incoming-9511,http://corporateeurope.org/revolvingdoorwatch/cases/neelie-kroes,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=991195317279-06
41,Neelie Kroes,,Netherlands,ALDE,People's Party for Freedom and Democracy,European Commission,Digital agenda,Special Envoy for Start-Up Companies in the Netherlands ,Private Sector,Companies and Groups,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Pdf,,"provided that Ms KROES (i) fulfilled, in all circumstances, her obligations under Articles 245(2) and 339 TFEU and the Code of Conduct for Commissioners, including protection of confidentiality and collective responsibility in respect of matters covered by the Commission during her two terms of office, (ii) refrained from lobbying the Commission or its departments within eighteen months of leaving office, and (iii) did not make use of any confidential information to which she had had access during her time as a Member of the Commission ",unpaid,,,16/12/2014,yes,http://ec.europa.eu/transparency/regdoc/rep/10061/2014/EN/10061-2014-2110-EN-F1-1.Democratic Partyf,http://www.asktheeu.org/en/request/1692/response/6135/attach/2/annexes.Democratic Partyf,
42,Michel Barnier,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Barnier%2C_Michel-9568.jpg/330px-Barnier%2C_Michel-9568.jpg,France ,EPP,Union for a Popular Movement,European Commission,Internal market,Special adviser to Jean-Claude Juncker on European Defence and Security Policy,Elected office & public sector,Public authorities,No,,http://europa.eu/rapid/press-release_IP-15-4437_en.htm,,No authorisation required,unpaid,,,- ,no,http://europa.eu/rapid/press-release_IP-15-4437_en.htm,,
43,Michel Barnier,,France ,EPP,Union for a Popular Movement,European Commission,Internal market,Conseiller d'Etat,Elected office & public sector,Public authorities,No,,- ,,Barnier has returned to this role after his time as a commissioner,,,,- ,no,- ,- ,
44,Michel Barnier,,France ,EPP,Union for a Popular Movement,European Commission,Economic and Monetary Affairs and the Euro,member of the Board of Trustees of Friends of Europe ,"Think tanks, research and academic institutions",Think tanks,Yes,,,,No application for authorisation made,,,,- ,no,,,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=99436366768-45
45,Michel Barnier,,France ,EPP,Union for a Popular Movement,European Commission,Economic and Monetary Affairs and the Euro,Chief Negotiator in charge of the Preparation and Conduct of the Negotiations with the United Kingdom under Article 50 of the TEU,Elected office & public sector,Public authorities,No,,?,,?,,,,?,?,?,? ,
46,Martine Reicherts,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Martine_Reicherts.jpg/399px-Martine_Reicherts.jpg,Luxembourg,S&D,Luxemburg Socialist Workers Party,European Commission,"Justice, Fundamental Rights and Citizenship","Director-general, Publications office, European Commission, and soon: Director-general, DG Education and Culture",Elected office & public sector,Public authorities,No,,,,No authorisation required,paid  ,,,01/11/2014,no,,,
47,Maria Damanaki,https://upload.wikimedia.org/wikipedia/commons/8/80/Maria_Damanaki.jpg,Greece,S&D,Panhellenic Socialist Movement,European Commission,Maritime affairs and fisheries,Board of the Prince Albert II of Monaco Foundation,"Non-governmental organisations, platforms and networks and similar",NGOs,No,,http://www.nature.org/newsfeatures/pressreleases/statement-from-maria-damanaki-global-managing-director-for-oceans-at-the-nat.xml,,No authorisation required as 18 month authorisation and lobby ban has now ended,,,,30/06/2016,no,http://www.nature.org/newsfeatures/pressreleases/statement-from-maria-damanaki-global-managing-director-for-oceans-at-the-nat.xml,,
48,Maria Damanaki,,Greece,S&D,Panhellenic Socialist Movement,European Commission,Maritime affairs and fisheries,Global Managing Director for Oceans at The Nature Conservancy ,"Non-governmental organisations, platforms and networks and similar",NGOs,Yes,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2111-EN-F1-1.Pdf,,provided Ms DAMANAKI abstained from lobbying the Commission and its departments on any issues with a potential link to her former portfolio on fisheries and maritime affairs for 18 months after leaving the Commission. ,paid  ,,,13/01/2015,yes,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2111-EN-F1-1.Democratic Partyf,http://www.asktheeu.org/en/request/1708/response/6322/attach/3/annex.Democratic Partyf + http://www.asktheeu.org/en/request/1708/response/6181/attach/2/annexes.Democratic Partyf,http://ec.europa.eu/transparencyregister/public/consultation/displaylobbyist.do?id=116042012787-45
49,Máire Geoghegan-Quinn,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/M%C3%A1ire_Geoghegan-Quinn_International_Year_of_Chemistry.jpg/330px-M%C3%A1ire_Geoghegan-Quinn_International_Year_of_Chemistry.jpg,Ireland,ALDE,Fiana Fail ,European Commission,"Research, Innovation and Science",A member of the Board of the Biomedical Sciences Institute at Trinity College (TBSI),"Think tanks, research and academic institutions",Academic,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2138-EN-F1-1.PdF,,"Providing Ms GEOGHEGAN-QUINN, for 18 months after leaving the Commission, (i) referred proactively to the internal rules of TBSI in order to refrain from participating in any dossiers concerning relations between TBSI and the European Commission and the programmes of the European Union, (ii) refrained from lobbying the Commission and/or its departments with regard to any financing requests from TBSI to the European Union, and (iii) ensured that none of TBSI's commercial partners, either current or potential, could unduly benefit from the knowledge and experience Ms GEOGHEGAN-QUINN gained during her term of office. ",“the role is non-remunerated but...”,,,16/09/2015,yes,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2138-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/2293/response/8158/attach/2/2015%205055.Democratic Partyf,
50,Máire Geoghegan-Quinn,,Ireland,ALDE,Fiana Fail ,European Commission,"Research, Innovation and Science",Take part in the High Level Group on Industrial Innovation for Competitiveness 124C ,"Think tanks, research and academic institutions",Think tanks,No,,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2122-EN-F1-1.PdF,,"provided that Ms GEOGHEGAN-QUINN fulfilled her obligations under Articles 245(2) and 339 TFEU and the Code of Conduct for Commissioners, and in particular that she proceeded in all circumstances with integrity and discretion, protected the collective responsibility and confidentiality in respect of matters covered by the Commission during her terms of office, and refrained from lobbying the Commission and/or its departments on behalf of the High Level Group on Industrial Innovation for Competitiveness 124C and/or the interests of the entities of that company involved in the High Level Group within eighteen months of leaving office and that she ensured that none of the participants in the High Level Group on Industrial Innovation for Competitiveness 124C would unduly benefit from the knowledge and experience Ms GEOGHEGAN-QUINN gained during her term of office. ",unpaid,,,15/04/2015,yes,http://ec.europa.eu/transparency/regdoc/rep/10061/2015/EN/10061-2015-2122-EN-F1-1.Democratic PartyF,http://www.asktheeu.org/en/request/1944/response/6992/attach/2/annexes.Democratic Partyf,
